request_id,request
9038,freeze my account immediately
9039,how to apply for platinum card
9040,can you get paired to my phone right away
9041,i want to get an appointment to get my oil changed
9042,and your name is
9043,what kind of plug is used in japan
9044,how high is my credit limit for my wells fargo card
9045,locate my phone
9046,discontinue your current task
9047,does denmark use different sockets
9048,"if i lose my credit card, will i get a replacement immediately"
9049,can you find my cellphone
9050,who is knocking
9051,revert to your factory settings
9052,im going to be in jamaica from october 4th until october 8th
9053,i want to schedule a meeting with tom for 6pm
9054,how many hours of vacation have i saved up
9055,what is the weather going to be like today
9056,read my reminder list
9057,i want to hear a fun fact about american presidents
9058,what can you help me with
9059,"at noon, schedule a meeting with saul"
9060,i need to know the calorie count of a bacon cheeseburger
9061,when am i boarding my flight
9062,what is the weather doing now
9063,is there an easy way to change feet into inches
9064,i don't want you synced to my phone anymore
9065,when do they mail me a replacement card
9066,how do i build credit
9067,stop synching to my phone
9068,how is gramercy tavern rated
9069,how much did my state taxes change
9070,read my calendar events
9071,where is my phone now
9072,i placed an order and i need it tracked
9073,i need help finding my mobile phone
9074,tell me something interesting about new york state
9075,what do you think our purpose is in life
9076,when is my plane scheduled to land
9077,are there any events on my calendar for march 2nd
9078,tell me what the date will be tomorrow
9079,can you cancel that
9080,will you please go back over everything on my to do list
9081,go back to your original settings
9082,"can you play me that, baby shark, doo doo, song"
9083,remind me to clean room
9084,iterate the items on my reminder list
9085,i want to know how to change my oil
9086,what type of fuel should i get for mainly city driving
9087,set the tv on
9088,do i pay a lot of taxes on my income
9089,can you end the current process
9090,what was the temperature yesterday
9091,how many points do i have on my mastercard
9092,please give me today's date
9093,i need your name
9094,do i need a visa to travel to isreal
9095,i would like to apply for a green card
9096,find an uber for two passengers we are going to the airport in toledo
9097,change device talking speed
9098,read my list of reminders
9099,has my request for vacation time been approved
9100,what were those things i wanted to remember
9101,any unique trivia about beats headphones
9102,speak more quickly
9103,vacation request information
9104,what do you think is the meaning of life
9105,what should you be called
9106,which gas would be best
9107,i need help paying my electric bill
9108,what is the total number of calories in a bag of potato chips
9109,"i actually don't want this anymore, please abort"
9110,tell me the meaning of life
9111,what's today's high and low
9112,give me an eta on when i will arrive at my destination
9113,is today monday
9114,how can i cash in rewards on my discover card
9115,refresh to factory defaults
9116,my broken card won't work
9117,what lowers credit score
9118,how do i say bathroom in italian
9119,i want to learn an interesting fact about cats
9120,i need a hotel room for 4 people in lakewood from monday to wednesday
9121,i need you to schedule an uber pickup for me and three other people at 7pm to go to abe's pizza
9122,can you buy something
9123,on turn tv
9124,do you think we have a higher calling
9125,how about a reminder
9126,will my new credit card be here this week
9127,what's my eta on the bus ride to church
9128,i need to find out the rewards points i have left on my american express card
9129,i want to know your name
9130,ac temperature is at what
9131,what taxes do i owe
9132,purchase me the kyrie 4s
9133,tell the bank i will be traveling internationally soon
9134,i want to buy an iphone7
9135,how much is my income tax
9136,which restaurants in reno are good for sushi
9137,please cancel the input
9138,"if i take the bus, how long will it take to get to dubrovnik"
9139,can i get good tacos anywhere in austin
9140,so what subjects do you like
9141,i need to know what restaurants are near me
9142,oil changes are typical done when
9143,my check engine light is on and i need someone to look at it
9144,what is the correct way to say 'i am a visitor' in french
9145,what's 8 ounces in cups
9146,my luggage was on delta flight abc123 out of houston and now i can't find it
9147,does ihop have positive reviews
9148,what are the amount of vacation days i have
9149,"i need a report form for my damaged, demagnetized card"
9150,go back to your factory settings
9151,how good are the review for yardhouse
9152,can someone tell me why my check engine light is on
9153,560 divided by 3
9154,tell me what day it is
9155,how do i make my credit score better
9156,what percentage gas do i need
9157,speak more quickly
9158,can you assist me with reporting that the atm nicked my card
9159,"my car's been throwing cels that i think are oil related, so i'm wondering if it's time to take it in or not"
9160,what were the things i want to recall
9161,connect with my phone
9162,how far am i from orlando
9163,what date should i next change my oil
9164,help me figure out the meaning of life
9165,i was using my credit card as a cutting board and accidentally sliced it in half
9166,i need the full date for today
9167,i need you to track my package
9168,how busy is shokudo at 12
9169,switch back to your factory settings
9170,i want a hotel booked in salem near the concert hall from the first to the second
9171,what's your full name
9172,"talk slower, please"
9173,how can i keep my credit score from falling
9174,please abort the current process
9175,tell me a cool fact about reno
9176,can you tell me how much gas is in my tank
9177,can you tell me when my flight is going to board
9178,where can i schedule to get my tires checked out
9179,what's my visa card's credit limit
9180,how are british plugs
9181,please go to factory settings now
9182,can you tell me what 80 divided buy 4 is
9183,how many days until i am off
9184,i'd like to hear some trivia about florida
9185,how to cancel
9186,find the next holiday
9187,what to do if luggage lost
9188,i wanna schedule some car maintenance
9189,do you have any information on how to open a new credit card
9190,"ai, what is your name"
9191,i seemed to misplaced my phone
9192,what is my current fuel level
9193,where's my phone at
9194,how many pounds are in 10 kilos
9195,do we get monday off as a holiday
9196,was my day off request approved
9197,what oil do i use when changing oil and how do i do it
9198,i must pay my cable bill from my checking account
9199,tell me the subject areas you are familiar with
9200,i need to uber somewhere
9201,remind me to take out the trash
9202,make the lights dimmer please
9203,where was the last place i had my phone
9204,what's on the reminder list
9205,can you translate good bye into russian for me
9206,what's my discover card reward balance
9207,how do i convert inches and centimeters
9208,how should i address you
9209,what are my reminders
9210,unsync yourself from my phone please
9211,how can i cash in the rewards i have earned on my amex
9212,what should i do if i lost my luggage
9213,i would like to reserve a hotel room that accomodates 10 people from monday to tuesday in manhattan
9214,how are my state taxes looking
9215,are there any meetings room available between 8:00 and 9:00 am
9216,go ahead and change your accent to the male british one
9217,how many pto days do i have remaining
9218,what's the current psi for my tires
9219,i need status on that vacation request
9220,how is life in existence
9221,pay my utility bill from my bank account
9222,i can't use my broken card
9223,tell my bank i will be in brazil from june 1st to july 1st
9224,how can i thank somebody in italian
9225,pay my phoe bill with my debit card
9226,please speed up your speaking pattern
9227,is the marathon on friday added to my calendar
9228,track my order
9229,i need to know how much tax i pay from my earnings
9230,how many vacation days do i have for the year
9231,give me instruction mannual on how to change oil
9232,where is flight dl123
9233,can i get an uber for myself to the grocery store
9234,what's life's meaning
9235,please help me figure out how to set up a meeting
9236,how do i change the oil for my car
9237,diy oil change
9238,tell me about my vacation request
9239,are there any sushi restaurants in reno that have good reviews
9240,what is the purpose of creation
9241,"from sunday to wednesday, i will be in oakland, so should i call my bank to let them know"
9242,can i swap chili for sloppy joe mix in the recipe
9243,what's the temperature outside
9244,please slow down how you're speaking
9245,change back to default settings
9246,please revert all settings to factory default
9247,use a male voice now
9248,am i able to redeem my credit card points for an amazon gift card
9249,send me an uber to arrive at 5pm at my house and there will be two people going to scully's downtown
9250,what am i able to ask the ai
9251,i would like you to increase the speed of your speech please
9252,could you speed up your speech
9253,read what i added to the reminder list
9254,how often do you have to change your oil
9255,how is my calendar looking for may 6th
9256,how are british plugs
9257,"at ac, what's the temperature like"
9258,may i schedule a car maintenance
9259,what is 300 divided by 42
9260,what is 15 ounces in grams
9261,locate my package
9262,about how much time will it take to get to the laundry in this area
9263,and what would your name be
9264,find an indian restaurant
9265,pay $175 on my visa
9266,start over using factory setting
9267,can i substitute oregano for basil
9268,give me a cool fact about lsd
9269,i think my luggage got lost
9270,will my plugs work in barcelona
9271,how is my credit limit
9272,tell me my to-do list
9273,i'm out of conditioner so will you order me some more
9274,can you tell me what my tire pressure is
9275,can i use apple juice instead of grape juice
9276,i'd like to pencil in a meeting with seth at 11am
9277,did anyone securely lock the door
9278,can you please freeze my account
9279,please abort the current process
9280,you need to shut it
9281,do i have enough vacation to take a european trip
9282,can you set up a pto request for me for march 20th to april 12th
9283,how's my tire pressure
9284,how much are my state taxes
9285,whats the policy to redeem my visa reward points
9286,tell me where my luggage is
9287,when do i have some time off next
9288,what's the spanish word for dog
9289,make a pto request for dates november 11 to black friday
9290,"uber, i have 3 people who are going to union station"
9291,tell me if you can help pay a bill
9292,is a plug converter necessary in mexico
9293,how full or empty is my tank of gas
9294,what is the time that it will take to arrive at detroit
9295,can you make a note for my next oil change
9296,buy all the things on the shopping list
9297,has my purchase arrived yet
9298,what is 15% of 3143
9299,please say things more quickly
9300,can you go back to my original settings
9301,can you please order me an uber to get to jfk international
9302,play the song god's plan
9303,check if getting a light bulb is on my list of reminders
9304,please buy me something
9305,how many rewards points do i have for my wells fargo card
9306,does my vacation have approval
9307,"ai, please stop your current task"
9308,need the tv on please
9309,what's the caloric content if you eat roast beef
9310,go ahead and play the song that goes like hey jude don't make it bad
9311,help find my phone
9312,"ai, please help me find my phone"
9313,do the shower playlist please
9314,when is the next scheduled day off
9315,how do i see me rewards for my chase card
9316,friday 5pm schedule a room for meeting
9317,read back to me my to do list
9318,can you let my bank know i'll be in uruguay from january to august
9319,what do you think about the meaning of life
9320,please speak faster
9321,what is 10 + 10
9322,how would you like me to refer to you
9323,i need to change my account
9324,how are my tires
9325,oliver garden reviews
9326,use my credit card points
9327,is my replacement card coming soon
9328,make the settings go back to the original
9329,what's the current location of my package
9330,what are the best restaurants
9331,what name would you like me to call you
9332,"stop working on it, i need something else"
9333,what can i address you
9334,what do people think about the sandwiches at wendy's
9335,schedule an oil change for me
9336,how often should i have my oil changed
9337,i need to track my package
9338,i need to switch back to my factory settings
9339,what is my current gas level
9340,please go back to your factory settings
9341,where is my order
9342,what do i do about a card that's too messed up to be properly scanned
9343,what plug type does spain use
9344,change accent to british male
9345,what's left in the tank
9346,whats the status of my singapore flight
9347,when is my next vacation day
9348,does applebees have alright reviews
9349,say trivia about lebron james
9350,what can i put on my bank of america card
9351,please give me the amount of pressure in my car tires
9352,check on the status of my order
9353,what do i have left in the gas tank
9354,my new card arrives in the post when
9355,what's the count of vacation days i have left
9356,how's my day off request looking
9357,what is 1243 times 45
9358,check if the doors are locked
9359,does chillis have good reviews
9360,how do you get your visa card rewards
9361,what's the equivalent of 1 cup to pounds
9362,unsync yourself from my device
9363,can you translate hello into swedish for me
9364,use your male voice
9365,state your name
9366,what did they name you
9367,what's my vacation day total
9368,play ludacris hits
9369,read my to-do list items
9370,tell my bank i'm going to france
9371,how do i check how many rewards i have on my master card
9372,remind me to check the steak
9373,can i pay my bill
9374,what is the sum of eleven and ten
9375,please slow down how you're speaking
9376,what are my tax costs
9377,can i get someone to check my check engine light
9378,what are the reviews like at minnis
9379,get me a hotel room for 4 people from march 1st to 3rd in seattle
9380,i have how many vacation days left
9381,does ihop have a lot of business around 7 am
9382,can i please get an appointment to get my oil changed
9383,explain some trivia about lebron james
9384,track my package
9385,can you speak faster
9386,tell me my car's tires' air pressure
9387,when will my card come
9388,can i use skim milk instead of 2% in the recipe
9389,my damage card will not work
9390,whats your name
9391,where is flight dl123
9392,tell me interesting facts about lighthouses
9393,secure the doors
9394,switch to british male accent
9395,what's tomorrow's date
9396,lock all the doors
9397,what chores do i have waiting on my reminder list
9398,how long is the ride to phoenix
9399,what is the weather forecast looking like for seattle
9400,will it be ok to sub turkey for beef
9401,please reset to factory settings
9402,how is life in existence
9403,what is spanish for hello
9404,what type of gas do i need to put in this car
9405,instruct me what to do
9406,i want to hear some music
9407,tell me how to change the oil in 2014 odyssey
9408,i wanna know how many pounds are in 10 kilos
9409,how many vacation days have i accrued
9410,will you please go on amazon so i can buy speakers
9411,please unsync my phone
9412,how many of my vacation days do i have remaining
9413,translate for me hello into french
9414,are there any decent places to get seafood in seattle
9415,restore factory settings
9416,add twelve and twelve please
9417,when's the next time i ought to change my oil
9418,can you teach me to change my oil
9419,tell my bank i am taking a trip to brazil from june 1st to july 1st
9420,i am looking for good southeast asian restaurants in philadelphia
9421,what should i use the points from my credit card on
9422,"what do they call you, ai"
9423,"i'm going to be in mexico from thursday to friday, so can you let my bank know"
9424,find me a hotel in seattle with great reviews
9425,can you tell me the date today
9426,can you get my car started
9427,can you translate i love you into french for me
9428,restore factory settings
9429,abort the current action
9430,convert inches to centimeters
9431,look up the calories in an apple
9432,what is the number of calories in a steak
9433,"what day is our next free day, please"
9434,i want you to disconnect from my phone
9435,"how do they say how's it going in swahili"
9436,i need to know how many pto days are left
9437,what's the air level in my tires
9438,what appointments do i have on thursday the 14th
9439,time taken from home to doctors office
9440,who can i turn to if i lost my luggage
9441,i want to utilize my credit card points
9442,how many stars does babbo have
9443,what are you capable of doing and answering
9444,is there anything i can't ask you
9445,what is the calorie content in bananas
9446,can you share with me your interpretation of the meaning of life
9447,what's the calorie content of chicken nuggets
9448,i'm in the mood for slow songs and nothing else
9449,i am a bit panicked because my luggage seems to have gone missing
9450,can you get access to my phone right now
9451,cumin may be substituted for tumeric
9452,change voice speed
9453,does canada require a visa
9454,how is a meeting scheduled
9455,i'd like to redeem my credit card points
9456,please give me a reminder
9457,how many square feet is a 13 by 74 room
9458,how do i redeem my credit card points
9459,does this life have a meaning
9460,can you end the task
9461,revert to factory settings please
9462,can you locate my package
9463,i want to hear my reminder list
9464,how much am i going to have to pay in federal taxes this year
9465,can you now please go back to the original settings
9466,which gas type does this car take
9467,how to keep my credit from dropping
9468,how do i find out my tire pressure
9469,what is three quarters of one sixth
9470,give me my reminders
9471,what is the square root of 104
9472,what is the wait like at apple bees
9473,translate hello to french
9474,list the things i wanted to remember
9475,i need help figuring out a new credit card to get
9476,start the dishwasher
9477,can you tell me what the ac is on
9478,do people call you by a certain name what is it
9479,when must i change oil
9480,check order number
9481,what are fun facts about lighthouses
9482,what is your perception of the meaning of life
9483,i must know the point of life
9484,are there meeting rooms available between 7-9
9485,what time will my flight be boarding
9486,unsync my phone
9487,my card is broken
9488,how do i build my credit score
9489,i'd like to know how much gas is left
9490,book me a hotel in seattle near the space needle from march 3rd to 5th
9491,i need a reminder to remind me to do something
9492,i need help figuring out where my phone is
9493,i'm travelling to boston on march 2 until march 4 please make a hotel reservation for me
9494,will it still work if i use applesauce instead of oil
9495,would i need a travel visa to go to the congo
9496,find me a mechanic
9497,"i am going to asia in a bit, i should tell the bank"
9498,i'd like to hear a fun fact about the nfl
9499,when is the next scheduled holiday
9500,my credit score stinks but i don't know how to improve it
9501,i want to hear my shower playlist
9502,how long will the trip to portland be
9503,remind me to call bob
9504,will using a different type of gas matter for this car
9505,now i'd like for you to return to the original settings
9506,"have i earned points with my venture card, and how many"
9507,"i'll be out of the country soon, and want to notify my bank"
9508,please go back to the settings of the original
9509,did i include cleaning the hamster cage on my list of reminders
9510,"i'm hungry, where should i go"
9511,when's the next time my job'll give me a day to myself
9512,tell me what is on my calendar for may 3
9513,where would my phone be
9514,"to visit cambodia, do i need an international visa"
9515,what kind of things can you help with
9516,what day did i set on my calendar for the first day of school
9517,i need to get a hotel room that is big enough for eleven people from march 10th to the 15th in phoenix
9518,can you find me a place to stay in sacramento near the capitol on july 3-5
9519,"what do i call you, ai"
9520,can you translate hi into spanish for me
9521,what time will we arrive at the bank
9522,i'm going to need a meeting room on 9am on tuesday
9523,what's 12 feet in meters
9524,am i able to apply for a new credit card
9525,how can i cash in my credit card points
9526,what is on my calendar next sunday
9527,what is the state of the weather in seattle
9528,everything needs ordered off my list
9529,tell me my tax rate
9530,how is the car tire pressure doing
9531,why are we here in life
9532,can you translate i have to go pee into korean for me
9533,can you slow down
9534,"i need to change my oil, how do i"
9535,can you play elvis
9536,let's do a personal pto request for the dates may 12th to may 15th
9537,how's my tire pressure
9538,no more talking
9539,how soon until the next holiday
9540,what year is it
9541,the chip on my card is damaged and i need a new one
9542,do you know your name
9543,find me an asian restaurant
9544,how can you assist me
9545,please find my phone
9546,book me a room on november 11 to 15 in cali
9547,go ahead and say all of the points on my list of to-do's please
9548,is it possible to get a new credit card
9549,how to cancel
9550,is my day off approved
9551,don't continue with what you're doing
9552,what amount do i have to pay in taxes
9553,i'm lacking vitamins so order me more
9554,how would you put what life is all about
9555,please track my package
9556,refrain from talking
9557,can you tell me the ratings for yardhouse
9558,how long does it take a new card to arrive in the mail to me
9559,give me the time left before i get to the hotel
9560,what is the tire pressure in my car
9561,i want you to immediatly block any further activity on my bb&t bank account
9562,what are the reviews like for zazie
9563,does carrying a balance hurt my credit score
9564,check order number
9565,whats the latest on flight dl123
9566,do i have calendar events on march 19th
9567,tell me everything on my calendar for may 1
9568,how can i get a new credit card
9569,stop doing that
9570,what is 2 inches in meters
9571,read me some fun facts
9572,yo play that song that go like she take my money
9573,disconnect from my phone
9574,speak more quickly
9575,tire pressure please
9576,how much time to drive to the closest bank
9577,i need to get four people to red lobster; can you order me an uber
9578,how do i know when i have to change my oil
9579,check to see if picking up glenn from the airport is on my list of reminders
9580,i need a reminder
9581,where can i get some good food
9582,i'd like to know when my next day off is
9583,what day it today
9584,can you locate my phone
9585,how do you say i'm hungry in french
9586,my luggage was lost so what do i do
9587,what is the full date after today
9588,how long until i get my replacement card
9589,please tell my bank i will be in israel from the 6th to the 23rd
9590,play ludacris hits
9591,when do i need to change my motor oil
9592,any news for me regarding my day off request
9593,is my vacation approved yet
9594,what amount of fuel do i have left
9595,i want you to connect using my phone
9596,can you put a block on my visa account right away
9597,is there any rain in the next 3 days
9598,i need you to reset your factory settings
9599,please share my federal taxes total with me
9600,"when the credit score improve"
9601,how full are my tires
9602,is the air pressure on my tires low
9603,use my savings account to pay xfinity
9604,when will my order be delivered
9605,how will i change my car's oil
9606,i need to know the weather
9607,let me know if i can use ketchup in place of the mustard
9608,"is it possible to have a room booked in omaha near the convention hall for may 01, 2019 to may 05, 2019"
9609,can i swap sugar for salt
9610,stop doing that
9611,i want my account frozen
9612,play some music for me
9613,has my vacation been approved yet
9614,what should i do with an unusable and damaged card
9615,the tv turn it on
9616,unsync my phone now please
9617,"can you tell me what's on my calendar for march 05, 2019"
9618,stop it now!
9619,can you tell me when my item will get here
9620,what is 592 minus 124
9621,read my list of reminders
9622,could you tell me today's date
9623,does my calendar have anything for january 1st
9624,are cool people at the bar at 9:00 pm
9625,i don't remember where my phone is
9626,can i use sour cream instead of milk
9627,have they authorized my vacation
9628,read me cat trivia
9629,what do i do to redeem credit card points
9630,how is my vacation looking
9631,"march 20th through the 22nd, please book me a hotel room in manhattan big enough for 10 people"
9632,my car needs maintenance but i don't know if i can schedule an appointment for that
9633,i gotta know how low are my tires on air
9634,alert my bank and let them know that i'm travelling to madrid
9635,what is the day
9636,can i just use oil instead of vinegar
9637,please order everything you see on my shopping list
9638,can you use male voice
9639,please help me book a place to stay in pittsburgh from monday to friday
9640,stop doing that
9641,what all can i ask you
9642,"cancel my last request, i know the answer"
9643,will i need to have a plug converter when i visit madrid
9644,how can you assist me
9645,can you tell me more about my federal taxes
9646,what's today's weather
9647,tell me how to convert grams into ounces
9648,how much gas do i currently have
9649,would you provide the number of vacation days i have
9650,what's the weather like today
9651,what kind of reviews does wendy's have
9652,play a song
9653,what's the status of my order
9654,"could you check if my order has been delivered, please"
9655,set a meeting with tom for 5:30 tomorrow
9656,what is the caloric value of a cookie
9657,"can you suggest a thai restaurant, please"
9658,how much can i spend wth my visa
9659,i wanna know how many points have i earned with my credit card
9660,visa's are hard to get do i need one when i travel to israel
9661,has my online order shipped yet
9662,how long until you send me a replacement card
9663,is there a particular name i should call you
9664,i want you to adjust your speaking to be faster
9665,can you please book an uber to the zoo
9666,what does it look like my state taxes will add up to
9667,is there a reminder set to clean the gutters
9668,what is the amount of my state taxes
9669,speed up your rate of speech
9670,please tell me trivia about hamburgers
9671,i need a hand getting this gas bill paid
9672,use the male voice please
9673,where is my delta flight
9674,at what point should the flight land
9675,find me a hotel with good reviews in phoenix
9676,please buy me flowers
9677,what do people say life means or the meaning is
9678,what would the date be 5 days from today
9679,locate someone to look at my car because my check engine light is on
9680,what do i do if i lost my luggage
9681,i need you to schedule a meeting with bob brown at noon the day after tomorrow
9682,do i need a visa to leave the country
9683,what is the proper fuel type for my car
9684,i need to know what date it is tomorrow
9685,can you schedule a meeting with george for 4
9686,i got to know how long until the next day off
9687,your name is
9688,go back to factory settings please
9689,"siri, find my iphone"
9690,how many grams are in 9 kilograms
9691,track my package
9692,i want to know how low the air in my tires are
9693,what are some good places to eat at
9694,subtract 85 from 997
9695,how would i replace my oil and what sort of oil should i use
9696,play some rock
9697,request pto from march 8th until march 11th
9698,tell me a fun fact about cars
9699,what name should i use when talking with you
9700,how long will i be on the bus to new orleans
9701,what are ways to improve my credit score
9702,define the meaning of life
9703,is there a meaning in life
9704,i have a vacation request that i need made
9705,bump some jams
9706,is the restaurant busy at lunchtime
9707,what's today's weather going to be
9708,can i purchase a vacation using this
9709,my card is broken
9710,how can i go about improving my credit score
9711,what's my phone's location
9712,"on my vacation request, what is the latest information"
9713,where's the gas tank level at
9714,can you turn the oven to 350
9715,what did i ask you to remind me of
9716,can you tell me the square root of pi
9717,pull up my shower playlist
9718,can i speed up your voice
9719,how do i find lost luggage in an airport
9720,what do you go by
9721,what questions can you answer
9722,help me to remember to pick up stan later
9723,what do i have going on march 2nd on my calendar
9724,about how much will my federal taxes be
9725,what are all the things on my reminder list
9726,i want to know my reminders
9727,my phone is lost - can you help me find it
9728,what date will it be tomorrow
9729,i need to know the date in 256 days
9730,what fuel do i need for my car
9731,i need to know if cleaning out the fridge is on my to do list
9732,can you slow down how fast you talk
9733,tell me the kind of fuel that my vehicle operates on
9734,report my credit limit
9735,"i can not use my card, it is damaged"
9736,what's lifes meaning
9737,is anything on my calendar for june 22nd
9738,what way can i change oil at home
9739,what do you call a subway if you were english
9740,how much time to reach doctors office
9741,what is 4 + 4
9742,did i jot down a time to see my accountant on my to do list
9743,set a reminder to pay my taxes
9744,set all doors to locked
9745,book an oil change please
9746,does applebees have good reviews
9747,change accent to british male
9748,help me get an uber to soldier field
9749,please stop doing that
9750,make slower your speech
9751,how many meters are in 10 millimeters
9752,what's the conversion from inches to centimeters
9753,hows the air in my tires
9754,"if i were mongolian, how would i say that i am a tourist"
9755,please tell me how to pay my gas bill
9756,online order: status
9757,"tell me the date, please"
9758,can you convert millimeters to centimeters
9759,turn on the tv please
9760,is it going to be much longer until i reach the bank
9761,just shut up
9762,can i know what type of things you can help me with
9763,how long before my new card is mailed to me
9764,restore factory settings
9765,switch over to the female voice
9766,turn on metallicas greatest hits
9767,i miss placed my luggage i was on delta flight ab123 out of new york
9768,can you schedule a meeting for me
9769,mark down that i will be in rome from february 1 to march 1 and notify my bank
9770,how many days are left for me for vacation if i may ask
9771,change to the females voice please
9772,what day is it
9773,at what point will this flight start letting people board
9774,i need to understand how many points have i earned with my credit card
9775,what do people think of the new burger at mcdonalds
9776,your name is
9777,what is your names
9778,what exactly can you help me with
9779,my visa has what limit
9780,tell me how to improve my credit score
9781,now use male voice
9782,how do i redeem my card points
9783,where is my order now
9784,please inform me of what tasks i have listed on my to do list
9785,what sort of fuel does this car take
9786,"i want to listen to my maroon 5 playlist, play it for me"
9787,fun facts about tigers
9788,please call an uber for 6 people to go to amazon's southside warehouse
9789,halt that immediately
9790,tell me when my flight is scheduled to start boarding
9791,what plugs are in england
9792,how do i report my card if it got cut in half
9793,how do i change the speed of my ai's voice
9794,i want factory settings restores right now
9795,"if i go to brazil, do i need to get an international visa"
9796,please give me the name of a few good options for places to eat dinner tonight
9797,what's something interesting about bees
9798,what's my discover credit limit
9799,any new restaurants near the mall
9800,i would like you to remind me to do something
9801,turn the lights down
9802,what kind of electrical outlet does that country use
9803,please don't speak so fast
9804,how many cups are in 4 quarts
9805,find me a hotel in kansas city with good reviews
9806,"for toby's, is it busy around six"
9807,what knowledge do you have on certain subjects
9808,what is the tax rate that applies to me
9809,why are humans on earth
9810,whats the calorie content of oatmeal
9811,tell me the number of calories in a banana
9812,how many reward points does my discover card have
9813,i would like to know how to say hello in french
9814,what happened to my cellphone
9815,i want my account locked out
9816,how do i change pounds into kilograms
9817,what is life's meaning
9818,what are your capabilities
9819,i need to know my tax rate
9820,when is an oil change needed by me
9821,i need to know the type of gas for this car
9822,is it raining
9823,restore the factory settings
9824,when will my new visa get here
9825,"what is the meaning behind life, do you think"
9826,when does this car need oil changes
9827,will it rain today
9828,how many weeks of vacation do i have
9829,put a tire inspection on my schedule please
9830,i lost my phone
9831,please set a reminder for me to put the clothes in the dryer
9832,i have a lot of points saved up from my credit card rewards but don't know how to redeem them
9833,do you know the meaning of life
9834,is kaya busy around 5 pm
9835,i'm out of soap so will you order me some more
9836,what steps should i take if my luggage has been lost
9837,oven should be set to 350 now
9838,what are the ratings about at pho king
9839,i wonder if you can explain the meaning of life
9840,i would like to know my car's tire pressure
9841,how can i keep my credit score from going down
9842,how long until my next oil change
9843,is there a spending limit
9844,activate my furnace please
9845,what type of gas do i need for this car
9846,when's my next oil change due
9847,i'd like the lights in the garage to be turned on
9848,how do i check my rewards for my gold card
9849,show me a well reviewed hotel in evans
9850,what should i call you
9851,do i need an international visa to go to england
9852,on the tv
9853,i need an uber for 7 people to go to safire restaurant
9854,i need help paying my hoa bill
9855,i would like you to stop what you were doing
9856,place an order for bread
9857,will i make it to my current destination on this fuel tank
9858,i have how many vacation days saved up
9859,what's the chance of rain on friday
9860,refrain from talking
9861,how long until my oil needs to be changed
9862,what's my current tire pressure
9863,"when is the next holiday, please"
9864,i would like to pair this with my new phone
9865,what happened to my cellphone
9866,i need to pair this with my phone
9867,tv turn it on
9868,what's the spanish word for pasta
9869,block my chase account asap
9870,how many calories are in oreos
9871,should i get an oil change
9872,i want to know my reminders
9873,you're speaking too fast and i need to change that
9874,"siri, place my amazon order"
9875,tell me your full name
9876,what's the calorie content for fried eggs
9877,can you talk more slowly
9878,find me the number for jet blue's customer service so i can yell at someone about my missing luggage
9879,what are some ways to raise my credit score
9880,what is life's meaning
9881,set a reminder for when the turkey is finished cooking
9882,what exactly is the tire pressure for the car
9883,check how busy cheesecake factory is
9884,tell me the amount of calories in muffins
9885,please find my phone
9886,what is 15 ounces in grams
9887,what percentage of gas do i have left
9888,i want to put in a request for pto from may 5 to may 12
9889,tell me the next holiday
9890,did they say yes to my day off request
9891,how many kilos are in 150 pounds
9892,why do you think we're here
9893,i need to track a package
9894,use a woman's voice
9895,i believe it looks like my luggage has disappeared
9896,reset to your natural settings
9897,does south korea require an international visa
9898,where's my phone at
9899,at yakamoto how is their sushi
9900,whats the wait time for a replacement card
9901,"play the song that goes like i like to move it, move it"
9902,play some music
9903,what are you familiar with
9904,where should we eat tonight
9905,do i have enough fuel for the drive to tampa
9906,can you explain the meaning of life to me
9907,what are you able to do
9908,"actually, cancel that command"
9909,does it take 5 hrs to get to brooklyn by bus
9910,i wanna know my car's tire pressure
9911,please get off my phone
9912,read my todo list
9913,i need to know how to apply for a visa card
9914,what other accents can you use
9915,what is the status of my order
9916,will it rain today
9917,what are good places for a burrito in albuquerque
9918,what's your name anyway
9919,reset to factory settings
9920,how many days for vacation do i have left
9921,way to change car oil
9922,what is the scheduled landing time for my flight
9923,how do they say no in germany
9924,pay my electric bill from my paypal account
9925,what's the latest info on flight dl123
9926,what name do you prefer
9927,please make it so you say your words more slowly
9928,what is the temperature on the ac
9929,air amount in tires
9930,i would like to know more about getting a new credit card
9931,what is 25 percent of 6999
9932,is event on my calendar
9933,should i a gas refill for my car at the next gas station
9934,what does my schedule look like for april 1
9935,"ai, what do people call you"
9936,can you check to see how busy that restaurant is for dinner
9937,status of my request for vacation
9938,how long will a new card take to reach me
9939,i want everything on my shopping list
9940,what kind of sockets do the us use
9941,list my todo list items
9942,please abort the current task
9943,what is six divided by 16
9944,what are people saying about chipotle
9945,how long is the wait time at olive garden currently
9946,i need to make a reminder
9947,i need to pay my water bill
9948,could you not talk so slowly
9949,use my checkings account to pay the electric bill
9950,how full is the gas tank
9951,would i need a visa in taiwan
9952,what is 55 times 300
9953,how much am i allowed to spend on my discover card
9954,tell me where to go since i want to eat out tonight
9955,what is the square root of 10500
9956,use my savings account to the pay the rent
9957,what date is tomorrow
9958,what's on the reminder list
9959,i need an uber to madison square garden
9960,what are the steps to get my rewards for my visa card
9961,what's the average number of calories in one cup of tomato soup
9962,start up some music
9963,what's ten times eight
9964,show me how do i schedule a meeting
9965,where should i go for food tonight
